"","species","les","Length","Diet.Class.1","Diet.Class.2","Diet.Class.3","Home.Range","Schooling","Level","Activity","period","depth.group","haul","total","vul","resilience","mean.tmp","min.tmp","max.tmp","range.tmp"
"4320","Mullus surmuletus",0,"40","C","C","","W","F","B","D","2000","M","67",26,39,"medium",17.3407605305601,-1.95000004768372,31.6949996948242,26.4190006256104
"4321","Mullus surmuletus",0,"40","C","C","","W","F","B","D","2000","M","54",76,39,"medium",17.3407605305601,-1.95000004768372,31.6949996948242,26.4190006256104
"4322","Muraena helena",0,"150","P","C","","W","S","B","N","2008-12","M","55",1,79,"very low",18.8364331034624,-1.61000001430511,33.7150001525879,26.4190006256104
"4323","Muraena helena",0,"150","P","C","","W","S","B","N","1990-4","MD","267",1,79,"very low",18.8364331034624,-1.61000001430511,33.7150001525879,26.4190006256104
"4324","Muraena helena",0,"150","P","C","","W","S","B","N","2008-12","M","58",1,79,"very low",18.8364331034624,-1.61000001430511,33.7150001525879,26.4190006256104
"4325","Muraena helena",0,"150","P","C","","W","S","B","N","1990-4","S","112",1,79,"very low",18.8364331034624,-1.61000001430511,33.7150001525879,26.4190006256104
"4326","Mustelus mustelus",0,"200","P","C","","W","S","L","N","2008-12","D","168",1,74,"very low",20.56712120757,-1.95000004768372,33.8499984741211,29.4130001068115
"4327","Mustelus mustelus",0,"200","P","C","","W","S","L","N","2008-12","D","189",1,74,"very low",20.56712120757,-1.95000004768372,33.8499984741211,29.4130001068115
"4328","Myliobatis aquila",0,"183","C","P","","M","L","H","B","2008-12","M","18",1,59,"very low",20.9050039670767,-1.78999996185303,34.5400009155273,29.4130001068115
"4329","Myliobatis aquila",0,"183","C","P","","M","L","H","B","2008-12","M","11",1,59,"very low",20.9050039670767,-1.78999996185303,34.5400009155273,29.4130001068115
"4330","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","44",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4331","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","278",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4332","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","66",2,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4333","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","11",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4334","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","257",2,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4335","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","148",8,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4336","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","95",7,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4337","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","93",28,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4338","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","245",92,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4339","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","235",50,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4340","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","152",11,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4341","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","168",2,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4342","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","157",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4343","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","243",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4344","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","288",24,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4345","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","46",7,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4346","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","42",26,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4347","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","200",26,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4348","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","58",13,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4349","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","43",22,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4350","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","254",5,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4351","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","57",15,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4352","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","77",5,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4353","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","156",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4354","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","244",41,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4355","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","86",103,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4356","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","111",12,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4357","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","106",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4358","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","71",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4359","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","6",133,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4360","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","253",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4361","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","90",9,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4362","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","230",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4363","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","163",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4364","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","82",14,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4365","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","28",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4366","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","126",14,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4367","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","211",64,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4368","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","284",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4369","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","145",12,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4370","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","37",68,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4371","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","48",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4372","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","238",55,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4373","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","45",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4374","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","38",12,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4375","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","196",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4376","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","100",7,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4377","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","64",5,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4378","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","13",5,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4379","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","110",15,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4380","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","181",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4381","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","263",9,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4382","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","290",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4383","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","76",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4384","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","51",8,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4385","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","41",50,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4386","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","8",7,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4387","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","132",39,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4388","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","212",82,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4389","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","270",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4390","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","22",11,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4391","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","81",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4392","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","285",10,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4393","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","275",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4394","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","236",62,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4395","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","47",5,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4396","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","40",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4397","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","178",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4398","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","31",8,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4399","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","99",2,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4400","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","151",20,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4401","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","194",43,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4402","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","198",29,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4403","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","266",12,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4404","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","259",5,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4405","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","191",17,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4406","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","59",14,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4407","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","215",15,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4408","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","255",5,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4409","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","231",51,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4410","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","167",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4411","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","221",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4412","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","158",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4413","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","12",5,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4414","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","233",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4415","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","204",21,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4416","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","272",34,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4417","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","165",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4418","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","162",2,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4419","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","7",60,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4420","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","118",17,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4421","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","180",20,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4422","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","144",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4423","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","14",48,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4424","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","283",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4425","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","189",2,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4426","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","108",16,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4427","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","251",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4428","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","174",10,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4429","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","216",68,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4430","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","210",26,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4431","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","102",28,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4432","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","75",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4433","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","262",58,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4434","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","273",32,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4435","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","143",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4436","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","190",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4437","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","201",45,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4438","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","137",10,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4439","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","73",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4440","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","179",7,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4441","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","68",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4442","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","188",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4443","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","223",135,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4444","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","141",12,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4445","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","27",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4446","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","149",9,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4447","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","269",2,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4448","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","281",26,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4449","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","9",2,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4450","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","289",2,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4451","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","217",92,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4452","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","276",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4453","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","193",31,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4454","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","98",12,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4455","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","69",24,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4456","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","136",4,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4457","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","240",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4458","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","107",9,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4459","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","17",20,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4460","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","159",17,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4461","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","282",2,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4462","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","140",22,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4463","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","150",20,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4464","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","5",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4465","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","29",20,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4466","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","92",11,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4467","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","214",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4468","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","283",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4469","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","234",18,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4470","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","20",13,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4471","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","228",2,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4472","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","62",6,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4473","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","187",47,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4474","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","277",26,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4475","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","205",20,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4476","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","35",28,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4477","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","264",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4478","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","218",15,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4479","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","153",7,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4480","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","252",9,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4481","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","220",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4482","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","109",9,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4483","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","127",72,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4484","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","164",32,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4485","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","237",39,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4486","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","87",3,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4487","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","261",10,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4488","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","M","67",8,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4489","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","D","122",21,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
"4490","Nemipterus randalli",1,"32","C","P","","M","L","H","D","2008-12","S","182",1,16,"high",27.7150344402057,-1.02499997615814,37.5999984741211,29.4130001068115
