"","species","les","Length","Diet.Class.1","Diet.Class.2","Diet.Class.3","Home.Range","Schooling","Level","Activity","period","depth.group","haul","total","vul","resilience","mean.tmp","min.tmp","max.tmp","range.tmp"
"174","Apogon smithi",1,"10","Z","C","","S","L","L","N","2008-12","D","219",1,12,"high",27.4509737187871,14.1899995803833,37.5999984741211,19.9769992828369
"175","Apogon smithi",1,"10","Z","C","","S","L","L","N","2008-12","M","272",38,12,"high",27.4509737187871,14.1899995803833,37.5999984741211,19.9769992828369
"176","Apogon smithi",1,"10","Z","C","","S","L","L","N","2008-12","D","17",4,12,"high",27.4509737187871,14.1899995803833,37.5999984741211,19.9769992828369
"177","Apogon smithi",1,"10","Z","C","","S","L","L","N","2008-12","M","48",1,12,"high",27.4509737187871,14.1899995803833,37.5999984741211,19.9769992828369
"178","Apogon smithi",1,"10","Z","C","","S","L","L","N","2008-12","D","89",20,12,"high",27.4509737187871,14.1899995803833,37.5999984741211,19.9769992828369
"179","Apogon smithi",1,"10","Z","C","","S","L","L","N","2008-12","M","141",6,12,"high",27.4509737187871,14.1899995803833,37.5999984741211,19.9769992828369
"180","Apogon smithi",1,"10","Z","C","","S","L","L","N","2008-12","D","125",1,12,"high",27.4509737187871,14.1899995803833,37.5999984741211,19.9769992828369
"181","Apogon smithi",1,"10","Z","C","","S","L","L","N","2008-12","M","58",2,12,"high",27.4509737187871,14.1899995803833,37.5999984741211,19.9769992828369
"182","Apogon smithi",1,"10","Z","C","","S","L","L","N","2008-12","M","159",7,12,"high",27.4509737187871,14.1899995803833,37.5999984741211,19.9769992828369
"183","Apogon smithi",1,"10","Z","C","","S","L","L","N","2008-12","S","92",29,12,"high",27.4509737187871,14.1899995803833,37.5999984741211,19.9769992828369
"184","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","238",4,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"185","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","46",1,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"186","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","187",2,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"187","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","1990-4","S","112",1,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"188","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","38",1,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"189","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","248",1,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"190","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","86",4,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"191","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","174",1,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"192","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","164",1,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"193","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","165",1,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"194","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","241",1,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"195","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","186",1,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"196","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","228",1,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"197","Apogonichthyoides pharaonis",1,"8","Z","C","","S","F","L","N","2008-12","S","152",1,10,"high",27.3775447570098,-1.02499997615814,37.5999984741211,29.4130001068115
"198","Argentina sphyraena",0,"35","P","C","","M","L","H","B","2008-12","D","124",1,36,"medium",15.8893339826171,-1.95000004768372,32.5349998474121,29.4130001068115
"199","Argentina sphyraena",0,"35","P","C","","M","L","H","B","2008-12","D","123",2,36,"medium",15.8893339826171,-1.95000004768372,32.5349998474121,29.4130001068115
"200","Argentina sphyraena",0,"35","P","C","","M","L","H","B","2008-12","D","142",1,36,"medium",15.8893339826171,-1.95000004768372,32.5349998474121,29.4130001068115
"201","Argentina sphyraena",0,"35","P","C","","M","L","H","B","2008-12","D","125",1,36,"medium",15.8893339826171,-1.95000004768372,32.5349998474121,29.4130001068115
"202","Argentina sphyraena",0,"35","P","C","","M","L","H","B","2008-12","D","227",7,36,"medium",15.8893339826171,-1.95000004768372,32.5349998474121,29.4130001068115
"203","Argentina sphyraena",0,"35","P","C","","M","L","H","B","2008-12","D","224",1,36,"medium",15.8893339826171,-1.95000004768372,32.5349998474121,29.4130001068115
"204","Argentina sphyraena",0,"35","P","C","","M","L","H","B","2008-12","D","119",1,36,"medium",15.8893339826171,-1.95000004768372,32.5349998474121,29.4130001068115
"205","Argentina sphyraena",0,"35","P","C","","M","L","H","B","1990-4","D","100",1,36,"medium",15.8893339826171,-1.95000004768372,32.5349998474121,29.4130001068115
"206","Argentina sphyraena",0,"35","P","C","","M","L","H","B","2008-12","D","279",1,36,"medium",15.8893339826171,-1.95000004768372,32.5349998474121,29.4130001068115
"207","Argyrosomus regius",0,"230","P","","","W","S","H","D","1990-4","M","21",1,67,"low",21.7322694470521,-1.58500003814697,33.8499984741211,26.4190006256104
"208","Argyrosomus regius",0,"230","P","","","W","S","H","D","1990-4","S","76",1,67,"low",21.7322694470521,-1.58500003814697,33.8499984741211,26.4190006256104
"209","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","D","14",3,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"210","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","S","151",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"211","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","S","7",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"212","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","M","212",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"213","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","S","248",3,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"214","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","D","124",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"215","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","M","80",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"216","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","M","24",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"217","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","S","152",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"218","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","M","211",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"219","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","M","217",4,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"220","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","S","86",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"221","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","S","70",2,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"222","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","M","69",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"223","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","M","266",2,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"224","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","D","10",3,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"225","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","M","160",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"226","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","M","215",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"227","Ariosoma balearicum",0,"35","C","P","","M","S","B","D","2008-12","M","193",1,31,"medium",23.0887634872202,-1.02499997615814,34.5400009155273,29.4130001068115
"228","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","190",1,36,"medium",NA,NA,NA,NA
"229","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","144",1,36,"medium",NA,NA,NA,NA
"230","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","121",15,36,"medium",NA,NA,NA,NA
"231","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","27",1,36,"medium",NA,NA,NA,NA
"232","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","S","163",1,36,"medium",NA,NA,NA,NA
"233","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","47",2,36,"medium",NA,NA,NA,NA
"234","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","161",19,36,"medium",NA,NA,NA,NA
"235","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","D","100",1,36,"medium",NA,NA,NA,NA
"236","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","44",1,36,"medium",NA,NA,NA,NA
"237","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","118",7,36,"medium",NA,NA,NA,NA
"238","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","S","45",1,36,"medium",NA,NA,NA,NA
"239","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","126",2,36,"medium",NA,NA,NA,NA
"240","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","41",1,36,"medium",NA,NA,NA,NA
"241","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","62",2,36,"medium",NA,NA,NA,NA
"242","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","284",13,36,"medium",NA,NA,NA,NA
"243","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","103",1,36,"medium",NA,NA,NA,NA
"244","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","72",6,36,"medium",NA,NA,NA,NA
"245","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","106",1,36,"medium",NA,NA,NA,NA
"246","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","S","195",1,36,"medium",NA,NA,NA,NA
"247","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","189",1,36,"medium",NA,NA,NA,NA
"248","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","111",2,36,"medium",NA,NA,NA,NA
"249","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","180",2,36,"medium",NA,NA,NA,NA
"250","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","93",25,36,"medium",NA,NA,NA,NA
"251","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","137",1,36,"medium",NA,NA,NA,NA
"252","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","S","137",1,36,"medium",NA,NA,NA,NA
"253","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","D","296",1,36,"medium",NA,NA,NA,NA
"254","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","188",2,36,"medium",NA,NA,NA,NA
"255","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","171",4,36,"medium",NA,NA,NA,NA
"256","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","179",2,36,"medium",NA,NA,NA,NA
"257","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","122",7,36,"medium",NA,NA,NA,NA
"258","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","159",2,36,"medium",NA,NA,NA,NA
"259","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","S","286",1,36,"medium",NA,NA,NA,NA
"260","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","239",2,36,"medium",NA,NA,NA,NA
"261","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","173",9,36,"medium",NA,NA,NA,NA
"262","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","D","229",1,36,"medium",NA,NA,NA,NA
"263","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","188",1,36,"medium",NA,NA,NA,NA
"264","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","270",2,36,"medium",NA,NA,NA,NA
"265","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","S","162",2,36,"medium",NA,NA,NA,NA
"266","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","D","244",10,36,"medium",NA,NA,NA,NA
"267","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","MD","160",2,36,"medium",NA,NA,NA,NA
"268","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","261",4,36,"medium",NA,NA,NA,NA
"269","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","51",1,36,"medium",NA,NA,NA,NA
"270","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","171",5,36,"medium",NA,NA,NA,NA
"271","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","185",3,36,"medium",NA,NA,NA,NA
"272","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","268",1,36,"medium",NA,NA,NA,NA
"273","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","S","131",2,36,"medium",NA,NA,NA,NA
"274","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","168",7,36,"medium",NA,NA,NA,NA
"275","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","73",4,36,"medium",NA,NA,NA,NA
"276","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","91",5,36,"medium",NA,NA,NA,NA
"277","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","S","280",28,36,"medium",NA,NA,NA,NA
"278","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","S","288",7,36,"medium",NA,NA,NA,NA
"279","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","172",1,36,"medium",NA,NA,NA,NA
"280","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","D","291",1,36,"medium",NA,NA,NA,NA
"281","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","179",2,36,"medium",NA,NA,NA,NA
"282","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","98",1,36,"medium",NA,NA,NA,NA
"283","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","D","287",6,36,"medium",NA,NA,NA,NA
"284","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","193",2,36,"medium",NA,NA,NA,NA
"285","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","260",2,36,"medium",NA,NA,NA,NA
"286","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","69",1,36,"medium",NA,NA,NA,NA
"287","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","156",1,36,"medium",NA,NA,NA,NA
"288","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","141",3,36,"medium",NA,NA,NA,NA
"289","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","34",2,36,"medium",NA,NA,NA,NA
"290","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","176",8,36,"medium",NA,NA,NA,NA
"291","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","192",1,36,"medium",NA,NA,NA,NA
"292","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","159",15,36,"medium",NA,NA,NA,NA
"293","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","172",3,36,"medium",NA,NA,NA,NA
"294","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","123",6,36,"medium",NA,NA,NA,NA
"295","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","212",1,36,"medium",NA,NA,NA,NA
"296","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","S","132",1,36,"medium",NA,NA,NA,NA
"297","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","S","107",1,36,"medium",NA,NA,NA,NA
"298","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","184",1,36,"medium",NA,NA,NA,NA
"299","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","102",2,36,"medium",NA,NA,NA,NA
"300","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","279",2,36,"medium",NA,NA,NA,NA
"301","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","158",5,36,"medium",NA,NA,NA,NA
"302","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","88",1,36,"medium",NA,NA,NA,NA
"303","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","S","288",2,36,"medium",NA,NA,NA,NA
"304","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","S","199",1,36,"medium",NA,NA,NA,NA
"305","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","256",1,36,"medium",NA,NA,NA,NA
"306","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","157",1,36,"medium",NA,NA,NA,NA
"307","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","149",1,36,"medium",NA,NA,NA,NA
"308","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","272",1,36,"medium",NA,NA,NA,NA
"309","Arnoglossus sp.",0,"17","C","","","M","S","B","B","1990-4","M","118",1,36,"medium",NA,NA,NA,NA
"310","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","S","37",3,36,"medium",NA,NA,NA,NA
"311","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","M","65",1,36,"medium",NA,NA,NA,NA
"312","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","S","247",4,36,"medium",NA,NA,NA,NA
"313","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","87",4,36,"medium",NA,NA,NA,NA
"314","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","40",1,36,"medium",NA,NA,NA,NA
"315","Arnoglossus sp.",0,"17","C","","","M","S","B","B","2008-12","D","167",1,36,"medium",NA,NA,NA,NA
