CruiseNo,CruiseDate,DraggingSessionID,DraggingSessionCode,StartTime,EndTime,StartLat(N),StartLon(E),Lat(N),Lon(E),BottomDepth(Fathom),Species,NumberOfIndividuals,TotalWeight
27,14-May-14,77,100B,00-Jan-00,00-Jan-00,3143201,3421507,3150814,3426742,60,Spicara maena,7,98.1
27,14-May-14,77,100B,00-Jan-00,00-Jan-00,3143201,3421507,3150814,3426742,60,Upeneus moluccensis,4,58
27,14-May-14,77,100B,00-Jan-00,00-Jan-00,3143201,3421507,3150814,3426742,60,Nemipterus randalli,2,119.8
27,14-May-14,77,100B,00-Jan-00,00-Jan-00,3143201,3421507,3150814,3426742,60,Dentex maroccanus,209,5380
27,14-May-14,77,100B,00-Jan-00,00-Jan-00,3143201,3421507,3150814,3426742,60,Serranus hepatus,14,104.9
27,14-May-14,77,100B,00-Jan-00,00-Jan-00,3143201,3421507,3150814,3426742,60,Macrorhamphosus scolopax,5,6.4
27,14-May-14,77,100B,00-Jan-00,00-Jan-00,3143201,3421507,3150814,3426742,60,Engraulis encrasicolus,9,52.3
27,14-May-14,77,100B,00-Jan-00,00-Jan-00,3143201,3421507,3150814,3426742,60,Citharus linguatula,9,142.9
27,14-May-14,77,100B,00-Jan-00,00-Jan-00,3143201,3421507,3150814,3426742,60,Pagellus acarne,3,50.6
27,14-May-14,77,100B,00-Jan-00,00-Jan-00,3143201,3421507,3150814,3426742,60,Boops boops,1,15.3
27,14-May-14,77,100B,00-Jan-00,00-Jan-00,3143201,3421507,3150814,3426742,60,Saurida undosquamis,4,216.4
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Siganus rivulatus,1,12.4
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sardinella aurita,2,25.3
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Leiognathus klunzingeri,12,34.4
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Caranx crysos,1,48.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Pagrus caeruleostictus,83,3522.2
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,150,5340
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,727,25386.6
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Fistularia commersonii,16,448.7
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Balistes carolinensis,4,639.6
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Lagocephalus suezensis,1,17.2
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Lagocephalus spadiceus,8,947.6
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Lagocephalus spadiceus,1,1358.6
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Echeneis naucrates,2,792.6
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Upeneus moluccensis,1,4.7
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,10,40.6
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Alectis alexandrinus,1,2.2
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Pomadasys stridens,1,10.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Nemipterus randalli,34,2460
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Saurida undosquamis,43,2810
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Caranx crysos,3,91.3
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sardinella aurita,38,461.6
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Leiognathus klunzingeri,67,206.1
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,273,10030
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Pagrus caeruleostictus,6,142.4
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Scomberomorus commerson,2,121.6
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sphyraena chrysotaenia,8,249.2
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Balistes carolinensis,1,81.4
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Lagocephalus suezensis,2,45.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Stephanolepis diaspros,1,11.6
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Leiognathus klunzingeri,6,24
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,2,33
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sardinella aurita,8,149.8
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Boops boops,1,16
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Alepes djedaba,1,24.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Alepes djedaba,46,2470
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Caranx crysos,32,1115.9
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sphyraena sphyraena,2,308.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Fistularia commersonii,12,406.7
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Seriola dumerilli,1,636
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Echeneis naucrates,4,1690
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Scomberomorus commerson,6,8000
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Scomberomorus commerson,1,850
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,266,9770
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Scomber japonicus,1,42.2
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,14,435.2
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Alepes djedaba,1,62.3
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Caranx crysos,1,34.3
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Pagrus caeruleostictus,80,3726.4
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Fistularia commersonii,19,1084.9
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Lagocephalus suezensis,6,116.9
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Pagrus caeruleostictus,42,1523.1
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Leiognathus klunzingeri,30,101.1
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Stephanolepis diaspros,7,131.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sphyraena chrysotaenia,20,526.9
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sphyraena sphyraena,1,132.7
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sardinella aurita,37,646.8
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Alepes djedaba,52,2770
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Caranx crysos,47,1770
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Scomberomorus commerson,1,65.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Leiognathus klunzingeri,7,84.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Apogon fasciatus,1,3.8
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Upeneus pori,2,18.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,4,123.7
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Siganus rivulatus,1,7.4
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,281,10060
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sphyraena chrysotaenia,2,26.7
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Echeneis naucrates,1,380.9
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Alepes djedaba,2,126.6
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Boops boops,3,58.8
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Pagrus caeruleostictus,3,88.4
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,3,12.3
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Leiognathus klunzingeri,16,52.1
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Lagocephalus suezensis,2,31.4
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Caranx crysos,1,24.4
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Fistularia commersonii,3,47.3
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Upeneus moluccensis,1,4.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sardinella aurita,11,173.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Terapon puta,1,6.8
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,294,10700
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Alepes djedaba,3,165.3
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Caranx crysos,4,123.7
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sphyraena chrysotaenia,1,39.5
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Sardinella aurita,1,14.4
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Decapterus russelli,265,10980
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Seriola dumerilli,3,1740
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Scomberomorus commerson,4,3530
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Plotosus lineatus,,151670
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Scomberomorus commerson,1,600
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Plotosus lineatus,100,730
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Plotosus lineatus,100,710
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Plotosus lineatus,100,710
28,02-Nov-14,78,15A,00-Jan-00,00-Jan-00,3148183,3437226,3140452,3431815,8,Plotosus lineatus,,7320
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Nemipterus randalli,40,2710
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Saurida undosquamis,99,5710
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Upeneus moluccensis,160,2390
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Lithognathus mormyrus,3,243.1
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Sparus aurata,2,176.3
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Pagellus erythrinus,1,34.2
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Pagrus caeruleostictus,1,106.99
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Lithognathus mormyrus,1,82.3
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Leiognathus klunzingeri,235,1340.8
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Boops boops,2,90.3
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Spicara maena,3,67.9
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Caranx crysos,4,435
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Alepes djedaba,1,66.9
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Sardinella aurita,2,27.7
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Alepes djedaba,1,19.7
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Fistularia commersonii,6,544.6
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Stephanolepis diaspros,4,96.9
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Lagocephalus suezensis,1,42.8
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Apogon fasciatus,1,7.3
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Stephanolepis diaspros,1,38.6
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Balistes carolinensis,4,1293.7
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Leiognathus klunzingeri,6,20.3
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Scomberomorus commerson,10,2231.7
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Lagocephalus suezensis,40,1909.8
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Scomberomorus commerson,40,8010
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Decapterus russelli,1,4.4
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Scomberomorus commerson,12,1990
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Trachurus mediterraneus,1,41.9
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Boops boops,2,95.3
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Scomber japonicus,2,95.8
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Caranx crysos,4,475.5
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Alepes djedaba,2,137.1
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Trachurus mediterraneus,90,3500
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Upeneus moluccensis,1,7
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Decapterus russelli,14,422.7
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Apogon fasciatus,1,2.3
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Leiognathus klunzingeri,5,21.1
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Trachurus mediterraneus,1,8.1
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Plotosus lineatus,100,960
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Plotosus lineatus,100,460
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Plotosus lineatus,100,930
28,02-Nov-14,79,40A,00-Jan-00,00-Jan-00,3142509,3427474,3151049,3433829,22,Plotosus lineatus,,6420
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Scomberomorus commerson,43,8410
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Upeneus moluccensis,1102,27370
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Balistes carolinensis,1,834.5
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Upeneus moluccensis,126,3170
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Mullus surmuletus,2,56.8
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Serranus hepatus,1,9.49
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Nemipterus randalli,1,9.49
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Decapterus russelli,2,33.8
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Trachurus mediterraneus,1,48.5
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Spicara maena,4,18.6
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Leiognathus klunzingeri,7,20.6
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Mullus barbatus,20,1028.2
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Mullus barbatus,31,1261.1
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Mullus surmuletus,2,56.6
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Decapterus russelli,2,62.4
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Nemipterus randalli,1,16
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Decapterus russelli,1,19.8
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Scomber japonicus,14,692.5
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Trachurus mediterraneus,89,2570
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Plotosus lineatus,1,3.8
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Leiognathus klunzingeri,381,1650
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Stephanolepis diaspros,32,432.4
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Pagellus erythrinus,3,19.3
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Spicara maena,37,213.59
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Callionymus filamentosus,1,7
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Citharus linguatula,2,49.3
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Serranus hepatus,1,8.5
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Upeneus moluccensis,3,10.5
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Trachurus mediterraneus,8,86
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Decapterus russelli,15,196.6
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Apogon fasciatus,18,118.7
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Lagocephalus sceleratus,1,851.9
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Serranus cabrilla,1,25.3
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Apogon fasciatus,6,44.2
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Lagocephalus suezensis,6,121.1
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Pagellus acarne,5,83.1
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Boops boops,11,241.7
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Lepidotrigla cavillone,1,20.9
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Boops boops,22,843.5
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Dentex macrophthalmus,4,295.1
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Spicara maena,7,76.7
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Nemipterus randalli,9,493.9
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Stephanolepis diaspros,1,8.2
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Pagellus erythrinus,116,2860
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Sardina pilchardus,5,66.3
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Saurida undosquamis,140,12120
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Stephanolepis diaspros,50,601.2
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Pagellus erythrinus,17,204.9
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Pagellus acarne,9,119.8
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Leiognathus klunzingeri,564,2240
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Boops boops,7,45.7
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Upeneus moluccensis,9,25.1
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Trachurus mediterraneus,3,17.1
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Serranus hepatus,2,16.3
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Spicara maena,107,653.3
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Engraulis encrasicolus,10,22.1
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Trigloporus lastoviza,2,56.3
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Uranoscopus scaber,1,191.1
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Cynoglossus sinusarabici,1,8.3
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Sphyraena sphyraena,29,2040
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Fistularia commersonii,1,121.4
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Plotosus lineatus,8,37.8
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Decapterus russelli,5,47.5
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Pagellus erythrinus,56,1360
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Trachurus mediterraneus,6,50.3
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Boops boops,13,321.4
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Apogon smithi,3,75.8
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Saurida undosquamis,1,17.5
29,04-Nov-14,80,70A,00-Jan-00,00-Jan-00,3149463,3428956,3140561,3422364,38,Apogon fasciatus,28,199.2
